country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy,faixa_gdp,faixa_renovavel
Italy,2012,ITA,60190152.0,2029244776448.0,11.624,1.822,290.641,17.494,207.509,12.49,4.213,0.9,428.022,2.504,4.463,3035.934,182.733,816.413,49.14,-13.043,-0.093,10.342,0.622,16.574,9.4,339.58,296.48,15.252,-2.705,-54.035,32295.604,0.958,-4.619,-80.799,3393.578,204.26,27720.693,1668.513,68.895,85.834,-3.853,-28.595,713.566,2145.534,129.14,11855.191,1.839,1.48,1361.652,81.958,43.558,36.708,126.9,-8.616,-11.591,114.819,695.629,41.87,1907.597,14.122,5.907,11.236,26.763,275.365,1532.144,92.22,4574.911,31.105,14.166,43.1,12.692,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.837,-56.667,772.214,431.632,25.98,12829.567,1.648,1.018,1042.7,62.76,8.763,39.725,54.573,18.08,5.59,9.656,5.026,300.381,92.872,906.682,6.098,1.885,2.807,4925.723,1943.877,11.236,26.763,275.365,1532.144,92.22,4574.911,31.105,14.166,74.715,21.936,51.718,313.34,18.86,859.236,6.361,2.661,36.024,9.571,36.761,222.794,13.41,610.754,4.523,1.891,Baixo PIB,Baixa
Italy,2013,ITA,60312600.0,1994213294080.0,-16.044,-2.807,243.516,14.687,283.191,17.08,5.95,0.79,389.139,-13.862,-25.33,2609.788,157.403,747.771,45.1,-8.75,-0.054,9.418,0.568,15.71,8.469,329.21,287.07,15.445,-4.387,-85.277,30816.119,0.932,-8.224,-137.225,2902.71,175.07,25389.186,1531.288,60.985,82.389,-6.469,-46.162,667.404,1805.759,108.91,11065.751,-10.106,-8.283,1221.552,73.675,37.938,35.909,111.71,26.027,29.013,143.831,874.942,52.77,2384.762,18.382,7.739,15.476,51.948,327.312,1856.992,112.0,5426.933,39.015,17.611,42.14,12.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.512,-65.733,706.48,349.181,21.06,11713.646,1.948,1.223,1060.858,63.983,7.336,38.011,69.356,22.74,5.66,25.836,14.782,377.036,93.844,1149.935,7.921,1.972,3.732,4759.702,1858.6,15.476,51.948,327.312,1856.992,112.0,5426.933,39.015,17.611,14.457,7.12,58.838,357.968,21.59,975.55,7.521,3.166,11.113,3.839,40.601,247.046,14.9,673.169,5.19,2.184,Baixo PIB,Baixa
Italy,2014,ITA,60322792.0,1996478611456.0,-14.578,-2.141,207.981,12.546,310.33,18.72,6.747,0.712,369.269,-2.513,-3.956,2543.772,153.447,720.292,43.45,17.808,0.101,11.093,0.669,15.661,8.707,321.16,277.44,15.743,-5.18,-96.28,29214.832,0.883,-7.631,-116.845,2598.686,156.76,23447.893,1414.442,56.502,80.26,-11.64,-77.688,589.716,1552.647,93.66,9776.005,-7.573,-5.579,1128.853,68.096,33.759,33.462,102.45,10.935,14.773,158.604,970.612,58.55,2629.257,21.104,9.0,5.153,20.565,347.878,2000.57,120.68,5766.937,43.498,19.74,43.72,13.613,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.983,-35.201,671.279,325.747,19.65,11128.115,4.787,3.063,1111.457,67.046,7.083,38.091,75.178,24.64,5.92,8.349,5.822,408.469,98.139,1246.26,8.881,2.134,4.266,4599.257,1762.32,5.153,20.565,347.878,2000.57,120.68,5766.937,43.498,19.74,3.325,1.592,60.43,369.844,22.31,1001.781,8.041,3.429,1.888,0.519,41.119,251.646,15.18,681.658,5.471,2.333,Baixo PIB,Baixa
Italy,2015,ITA,60232908.0,2012113928192.0,23.432,2.94,257.099,15.486,321.917,19.39,6.902,0.853,389.322,-6.551,-10.052,2380.683,143.395,717.216,43.2,-5.814,-0.039,10.464,0.63,15.376,7.902,327.33,280.95,15.481,2.976,52.446,30129.141,0.902,5.836,82.551,2856.578,172.06,24853.418,1496.994,61.242,82.49,9.062,53.438,643.154,1840.854,110.88,10677.787,-5.285,-3.599,1070.791,64.497,39.466,35.44,109.38,-22.218,-35.973,122.631,756.065,45.54,2035.951,16.209,6.757,-6.631,-30.106,317.772,1807.816,108.89,5275.722,38.758,17.51,46.38,14.169,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.834,39.165,710.444,298.508,17.98,11794.949,-5.112,-3.428,1056.208,63.618,6.4,39.148,77.898,25.57,6.18,3.781,2.72,424.519,102.602,1293.281,9.101,2.2,4.292,4664.394,1814.766,-6.631,-30.106,317.772,1807.816,108.89,5275.722,38.758,17.51,2.85,1.352,61.783,380.855,22.94,1025.73,8.165,3.404,-2.203,-1.145,39.974,246.377,14.84,663.661,5.282,2.203,Baixo PIB,Baixa
Italy,2016,ITA,60118628.0,2026955079680.0,-0.545,-0.084,256.185,15.401,324.359,19.5,6.79,0.845,383.74,-10.923,-15.663,2124.671,127.732,592.329,35.61,-100.0,-0.63,0.0,0.0,12.399,7.011,324.23,287.2,15.763,0.395,7.166,30305.607,0.899,0.734,10.987,2980.607,179.19,25083.414,1507.98,62.392,82.768,5.023,32.304,675.458,2098.684,126.17,11235.426,-14.573,-9.399,916.482,55.098,43.931,37.074,110.21,-6.82,-9.039,113.592,705.771,42.43,1889.465,14.774,6.235,-0.777,-3.821,313.951,1796.615,108.01,5222.191,37.608,17.232,37.03,11.421,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.796,-5.654,704.79,289.594,17.41,11723.319,-31.273,-19.895,727.282,43.723,6.062,38.684,78.43,25.79,6.29,0.846,0.532,428.985,104.626,1304.588,8.98,2.19,4.305,4777.222,1821.932,-0.777,-3.821,313.951,1796.615,108.01,5222.191,37.608,17.232,-3.652,-2.609,59.174,367.607,22.1,984.288,7.695,3.248,19.165,7.379,47.353,294.252,17.69,787.665,6.159,2.599,Baixo PIB,Baixa
Italy,2017,ITA,60004024.0,2060761825280.0,1.357,0.209,260.157,15.61,322.812,19.37,6.603,0.847,388.641,-12.392,-15.828,1864.94,111.904,543.797,32.63,,,,,11.124,6.071,331.09,293.33,15.915,1.163,21.189,30716.617,0.894,2.215,33.406,3157.122,189.44,25688.057,1541.387,64.583,83.629,5.971,40.33,715.788,2339.177,140.36,11928.998,-4.296,-2.367,878.784,52.731,47.851,38.836,114.0,-14.69,-17.257,96.335,603.293,36.2,1605.481,12.341,5.227,-3.172,-12.217,301.734,1731.384,103.89,5028.561,35.417,16.371,37.76,11.405,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.263,8.905,713.695,274.148,16.45,11894.117,10.339,4.52,804.005,48.244,5.608,38.722,77.696,25.57,6.2,-0.844,-0.734,426.138,103.326,1294.839,8.717,2.114,4.215,4888.505,1843.121,-3.172,-12.217,301.734,1731.384,103.89,5028.561,35.417,16.371,10.285,5.702,64.876,406.306,24.38,1081.196,8.311,3.52,0.301,-0.137,47.216,295.647,17.74,786.886,6.048,2.562,Baixo PIB,Baixa
Italy,2018,ITA,59877432.0,2077209133056.0,2.36,0.368,266.859,15.979,319.653,19.14,6.66,0.862,363.931,-8.344,-9.337,1712.952,102.567,475.471,28.47,,,,,9.906,5.533,331.29,287.39,15.504,0.571,10.52,30957.242,0.892,-1.061,-16.351,2888.901,172.98,25469.297,1525.036,60.19,82.272,-3.304,-23.647,692.141,2147.053,128.56,11559.295,-1.59,-0.839,866.636,51.892,44.734,37.34,104.59,34.88,32.842,129.177,814.831,48.79,2157.359,16.977,6.969,9.141,26.87,328.604,1910.737,114.41,5487.944,39.81,17.727,43.9,13.251,,,,0.0,0.0,,0.0,,2.331,16.633,730.328,266.378,15.95,12197.052,12.921,6.234,909.812,54.477,5.55,39.4,76.64,25.25,6.11,-1.256,-1.056,421.695,102.042,1279.941,8.786,2.126,4.135,4799.638,1853.64,9.141,26.87,328.604,1910.737,114.41,5487.944,39.81,17.727,-7.072,-4.94,59.936,378.273,22.65,1000.974,7.881,3.233,-0.144,-0.344,46.873,295.938,17.72,782.812,6.166,2.529,Baixo PIB,Baixa
Japan,1965,JPN,99468752.0,935329857536.0,,,,,,,,,,,,5695.486,566.523,,,-2.807,-11.021,3836.465,381.608,,31.067,,,,,,18333.033,1.95,,,,,16070.923,1598.555,,87.661,,,18.261,,,183.59,-2.996,-0.711,231.523,23.029,,1.001,,,,224.938,764.763,76.07,2261.395,,12.335,,,225.009,765.014,76.095,2262.108,,12.339,,,,,0.071,0.251,0.025,0.713,,0.004,,,1013.77,,,10191.847,-1.887,-0.151,79.039,7.862,,55.593,0.0,0.0,,,,0.0,,0.0,,,0.0,,1823.564,,,224.938,764.763,76.07,2261.395,,12.335,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,Baixo PIB,Baixa
Japan,1966,JPN,100466904.0,1034825498624.0,,,,,,,,,,6.575,37.25,6009.669,603.773,,,3.56,13.586,3933.577,395.194,,29.981,,,,10.436,190.302,20045.062,1.946,11.199,179.016,,,17693.102,1777.571,,88.267,2.619,0.478,18.74,,,186.527,4.559,1.05,239.672,24.079,,0.931,,4.312,9.699,234.637,789.812,79.35,2335.467,,11.651,5.045,11.285,236.294,795.625,79.934,2351.96,,11.733,,,2236.0,1.586,1.657,5.813,0.584,16.494,,0.082,13.937,141.288,1155.059,,,11496.906,15.68,1.233,90.524,9.095,,57.355,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,,2013.865,4.312,9.699,234.637,789.812,79.35,2335.467,,11.651,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,Baixo PIB,Baixa
Japan,1967,JPN,101527856.0,1149408116736.0,,,,,,,,,,9.842,59.422,6532.145,663.195,,,-7.563,-29.887,3598.102,365.308,,28.772,,,,14.458,291.17,22703.48,2.005,18.17,322.978,,,20689.387,2100.549,,91.129,3.449,0.646,19.386,,,190.943,5.626,1.355,250.51,25.434,,0.841,,-13.611,-31.935,202.702,675.184,68.55,1996.512,,8.794,-13.455,-31.808,204.486,681.38,69.179,2014.091,,8.871,,,7.705,0.128,1.785,6.195,0.629,17.579,,0.077,22.762,262.91,1417.968,,,13966.299,0.767,0.07,90.265,9.164,,61.516,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,,2305.036,-13.611,-31.935,202.702,675.184,68.55,1996.512,,8.794,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,Baixo PIB,Baixa
Japan,1968,JPN,102819280.0,1297449615360.0,,,,,,,,,,2.904,19.26,6637.423,682.455,,,-1.943,-7.096,3483.892,358.211,,26.558,,,,11.482,264.667,24992.418,1.981,11.854,249.0,,,22851.25,2349.549,,91.433,8.816,1.709,21.095,,,205.166,7.19,1.829,265.15,27.263,,0.821,,7.148,14.489,217.191,714.36,73.45,2112.355,,8.452,7.683,15.667,220.153,724.514,74.494,2141.167,,8.567,,,65.978,1.178,2.962,10.154,1.044,28.811,,0.115,16.082,228.031,1645.999,,,16008.661,-5.584,-0.512,84.155,8.653,,64.054,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,,2569.702,7.148,14.489,217.191,714.36,73.45,2112.355,,8.452,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,Baixo PIB,Baixa
Japan,1969,JPN,104102072.0,1459365609472.0,,,,,,,,,,6.818,46.528,7002.576,728.983,,,-4.086,-14.635,3300.375,343.576,,24.904,,,,13.909,357.42,28117.811,2.006,14.969,351.694,,,25948.023,2701.243,,92.283,10.574,2.231,23.326,,,224.064,8.406,2.292,283.897,29.554,,0.797,,2.587,5.618,222.809,723.809,75.35,2140.295,,7.612,2.602,5.726,225.879,734.202,76.432,2169.787,,7.717,,,3.64,0.108,3.07,10.394,1.082,29.492,,0.105,18.404,302.936,1948.935,,,18721.383,0.672,0.058,83.676,8.711,,66.582,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,,2927.122,2.587,5.618,222.809,723.809,75.35,2140.295,,7.612,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,Baixo PIB,Baixa
Japan,1970,JPN,105416840.0,1615677620224.0,,,,,,,,,,-3.66,-26.677,6662.173,702.305,,,-11.2,-38.479,2894.197,305.097,,21.468,,,,11.761,344.257,31032.793,2.025,12.346,333.491,,,28787.947,3034.734,,92.766,53.143,12.396,35.721,,,338.859,-9.893,-2.924,252.62,26.63,,1.092,,0.066,0.148,222.957,715.256,75.4,2115.003,,6.815,4.961,10.765,236.644,761.014,80.224,2244.844,,7.234,,,323.383,9.928,12.999,43.456,4.581,123.307,,0.397,17.844,347.773,2296.708,,,21786.916,2.804,0.244,84.949,8.955,,70.206,0.689,0.243,,,0.689,2.302,,6.533,,,0.021,,3271.379,0.388,0.837,223.646,717.558,75.643,2121.536,,6.836,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,Baixo PIB,Baixa
Japan,1971,JPN,106789360.0,1691571322880.0,,,,,,,,,,-9.204,-64.639,5971.25,637.666,,,-15.804,-48.217,2405.484,256.88,,18.304,,,,6.49,212.304,32622.004,2.059,5.818,176.573,,,30071.416,3211.307,,92.181,7.223,2.58,38.302,,,358.666,3.137,0.835,257.196,27.466,,1.099,,11.671,26.022,248.979,788.468,84.2,2331.492,,7.147,15.235,35.731,272.376,865.682,92.446,2550.587,,7.819,,,74.853,9.73,22.728,75.007,8.01,212.835,,0.652,10.39,238.632,2535.34,,,23741.5,-2.338,-0.209,81.897,8.746,,72.778,0.669,0.236,,-2.922,-0.02,2.206,,6.26,,,0.019,,3483.683,11.624,26.001,249.647,790.674,84.436,2337.752,,7.166,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,Baixo PIB,Baixa
Japan,1972,JPN,108220400.0,1833991405568.0,,,,,,,,,,-2.281,-14.545,5757.893,623.121,,,-15.966,-41.013,1994.698,215.867,,17.075,,,,4.756,165.699,33721.758,1.99,4.946,158.83,,,31141.428,3370.138,,92.348,0.039,0.015,38.317,,,354.063,1.726,0.474,258.176,27.94,,1.05,,1.069,2.661,251.64,786.358,85.1,2325.253,,6.895,2.578,6.869,279.245,876.254,94.829,2580.334,,7.652,,,18.352,4.171,26.9,87.599,9.48,248.563,,0.737,6.838,173.36,2708.699,,,25029.469,-4.787,-0.419,76.946,8.327,,74.223,0.705,0.249,,5.509,0.037,2.297,,6.518,,,0.019,,3649.382,1.081,2.698,252.345,788.655,85.349,2331.771,,6.915,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,Baixo PIB,Baixa
Japan,1973,JPN,109679472.0,1981290119168.0,,,,,,,,,,5.729,35.7,6006.789,658.821,,,-20.223,-43.656,1570.132,172.211,,16.271,,,,10.949,399.554,36916.078,2.044,13.444,453.072,,,34858.023,3823.21,,94.425,39.156,15.003,53.32,,,486.145,4.848,1.355,267.093,29.295,,1.317,,-21.53,-54.178,197.462,608.847,66.778,1800.354,,4.877,-19.076,-53.518,225.726,699.666,76.739,2058.054,,5.575,,,2.395,0.644,27.544,88.503,9.707,251.13,,0.68,14.855,402.369,3111.068,,,28365.09,-2.235,-0.186,74.225,8.141,,76.837,0.721,0.254,,2.175,0.015,2.316,,6.571,,,0.018,,4048.936,-21.461,-54.163,198.183,611.163,67.032,1806.925,,4.895,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,Baixo PIB,Baixa
Japan,1974,JPN,111100024.0,1957033279488.0,,,,,,,,,,5.999,39.524,6285.739,698.346,,,-9.289,-15.997,1406.07,156.214,,17.166,,,,0.477,19.333,36618.078,2.079,-1.47,-56.193,,,33906.535,3767.017,,92.595,36.671,19.553,72.873,,,655.922,-0.886,-0.26,261.34,29.035,,1.791,,23.813,47.022,244.484,744.194,82.68,2200.574,,6.01,33.813,75.526,301.253,924.271,102.687,2711.545,,7.405,,,102.936,28.352,55.896,177.309,19.699,503.116,,1.374,-3.705,-115.27,2995.798,,,26964.873,-4.0,-0.326,70.345,7.815,,73.638,0.873,0.308,,21.082,0.152,2.768,,7.855,,,0.021,,4068.269,23.803,47.174,245.357,746.962,82.988,2208.429,,6.031,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,Baixo PIB,Baixa
Japan,1975,JPN,112411640.0,2017465073664.0,,,,,,,,,,-6.456,-45.082,5811.349,653.263,,,-6.576,-10.273,1298.274,145.941,,16.808,,,,-4.464,-181.613,34575.215,1.927,-5.292,-199.357,,,31737.455,3567.659,,91.793,19.775,14.411,87.284,,,776.464,-5.288,-1.535,244.633,27.5,,2.246,,0.878,2.147,246.631,741.969,83.406,2193.996,,6.346,6.06,17.744,318.997,968.846,108.91,2837.76,,8.207,,,27.545,15.396,71.293,223.509,25.125,634.21,,1.834,-5.631,-168.686,2827.113,,,25149.643,-9.821,-0.768,62.696,7.048,,72.739,1.074,0.379,,23.073,0.201,3.367,,9.554,,,0.028,,3886.657,0.96,2.348,247.705,745.337,83.785,2203.55,,6.373,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,Baixo PIB,Baixa
Japan,1976,JPN,113624872.0,2097612062720.0,,,,,,,,,,-2.215,-14.473,5621.925,638.791,,,-3.185,-4.648,1243.503,141.293,,15.856,,,,3.653,141.967,35455.477,1.921,3.253,116.047,,,32419.898,3683.707,,91.438,19.879,17.351,104.635,,,920.879,2.34,0.643,247.684,28.143,,2.597,,0.221,0.544,247.175,735.666,83.59,2175.358,,6.135,8.38,25.92,344.917,1038.827,118.037,3035.579,,8.562,,,35.638,25.407,96.7,299.926,34.079,851.043,,2.4,4.003,113.169,2940.281,,,25877.094,-4.29,-0.302,59.366,6.745,,72.985,1.043,0.368,,-2.894,-0.031,3.235,,9.179,,,0.026,,4028.624,0.207,0.513,248.218,738.901,83.958,2184.536,,6.161,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,Baixo PIB,Baixa
Japan,1977,JPN,114761520.0,2189767606272.0,,,,,,,,,,-5.657,-36.134,5251.383,602.657,,,-0.807,-1.14,1221.252,140.153,,14.855,,,,0.699,28.179,35349.855,1.853,1.791,65.984,,,32673.76,3749.69,,92.43,22.125,23.15,127.785,,,1113.484,12.475,3.511,275.824,31.654,,3.15,,-12.707,-31.409,215.766,635.823,72.968,1880.121,,5.319,-10.908,-37.804,307.113,916.342,105.161,2676.098,,7.57,,,-7.101,-6.867,89.833,275.868,31.659,782.779,,2.214,2.686,78.967,3019.249,,,26308.893,2.241,0.151,60.095,6.897,,74.424,1.515,0.534,,45.224,0.472,4.651,,13.198,,,0.037,,4056.803,-12.454,-30.938,217.28,640.474,73.502,1893.319,,5.356,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,Baixo PIB,Baixa
Japan,1978,JPN,115809520.0,2305153040384.0,,,,,,,,,,-9.446,-56.924,4712.328,545.732,,,4.044,5.668,1259.142,145.821,,12.914,,,,4.171,169.211,36491.078,1.833,2.628,98.545,,,33229.012,3848.236,,91.061,40.348,51.559,179.344,,,1548.615,-5.813,-1.84,257.439,29.814,,4.244,,-4.003,-8.637,207.128,604.847,70.047,1788.525,,4.901,23.799,70.665,377.778,1124.153,130.188,3262.065,,8.939,,,87.35,78.469,168.302,512.16,59.313,1453.262,,3.983,3.442,103.911,3123.159,,,26968.07,-8.769,-0.605,54.329,6.292,,73.903,2.348,0.828,,55.055,0.834,7.147,,20.279,,,0.056,,4226.014,-3.574,-7.803,209.477,611.993,70.875,1808.804,,4.957,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,Baixo PIB,Baixa
Japan,1979,JPN,116765512.0,2431613140992.0,,,,,,,,,,6.795,37.082,4991.322,582.814,,,-7.116,-10.377,1159.961,135.443,,13.267,,,,3.952,166.993,37622.473,1.807,2.681,103.154,,,33840.383,3951.389,,89.947,18.648,33.445,212.789,,,1822.36,-8.595,-2.563,233.385,27.251,,4.844,,15.27,31.628,238.756,691.497,80.743,2044.749,,5.435,16.936,63.84,441.618,1303.773,152.236,3782.092,,10.053,,,18.681,31.44,199.741,602.858,70.393,1710.618,,4.547,1.045,32.627,3155.786,,,27026.699,-10.906,-0.686,48.008,5.606,,71.837,3.121,1.1,,32.875,0.772,9.418,,26.725,,,0.071,,4393.007,15.475,32.4,241.877,700.915,81.843,2071.474,,5.506,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,Baixo PIB,Baixa
Japan,1980,JPN,117624200.0,2500143611904.0,,,,,,,,,,16.171,94.246,5756.132,677.06,,,-9.115,-12.346,1046.536,123.098,,15.877,,,,-2.927,-128.596,36254.539,1.706,-4.695,-185.507,,,32016.221,3765.882,,88.31,18.338,39.021,251.809,,,2140.796,-7.562,-2.061,214.162,25.191,,5.905,,9.349,22.322,261.078,750.628,88.292,2219.598,,6.122,12.966,56.911,498.529,1462.067,171.974,4238.317,,11.69,,,17.328,34.612,234.353,702.16,82.591,1992.389,,5.496,-10.101,-318.774,2837.012,,,24119.293,21.32,1.195,57.818,6.801,,66.528,3.097,1.091,,-0.754,-0.024,9.279,,26.329,,,0.073,,4264.411,9.214,22.299,264.175,759.907,89.383,2245.928,,6.195,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,Baixo PIB,Baixa
Japan,1981,JPN,118385728.0,2579316867072.0,,,,,,,,,,12.113,82.009,6411.836,759.07,,,-8.061,-9.923,955.982,113.175,,18.053,,,,-1.402,-59.795,35516.242,1.63,-1.93,-72.696,,,31196.211,3693.186,,87.836,0.199,0.501,252.311,,,2131.258,-5.128,-1.292,201.873,23.899,,6.001,,-0.791,-2.064,259.014,739.903,87.594,2187.886,,6.16,2.661,12.901,511.43,1491.316,176.551,4320.031,,12.164,,,6.331,14.837,249.191,741.812,87.82,2104.904,,5.927,-5.471,-155.207,2681.806,,,22653.117,-28.145,-1.914,41.278,4.887,,63.782,3.225,1.137,,4.131,0.128,9.6,,27.241,,,0.077,,4204.616,-0.73,-1.936,262.239,749.504,88.731,2215.127,,6.237,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,Baixo PIB,Baixa
Japan,1982,JPN,119098144.0,2658129674240.0,,,,,,,,,,-4.627,-35.123,6078.578,723.947,,,1.267,1.434,962.303,114.608,,17.902,,,,-3.82,-160.63,33955.074,1.521,-5.746,-212.22,,,29227.713,3480.966,,86.078,2.407,6.073,258.383,,,2169.5,-2.703,-0.646,195.242,23.253,,6.389,,-6.836,-17.706,241.308,685.2,81.606,2026.128,,5.967,9.831,51.59,563.02,1628.126,193.907,4727.363,,13.922,,,16.636,41.456,290.647,860.047,102.43,2440.396,,7.187,-6.83,-183.17,2498.636,,,20979.637,25.884,1.265,51.651,6.152,,61.786,31.066,9.871,,768.503,27.841,82.879,,260.84,,,0.768,,4043.986,3.095,10.134,272.374,768.079,91.477,2286.967,,6.735,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,Baixo PIB,Baixa
Japan,1983,JPN,119793752.0,2719951093760.0,,,,,,,,,,-1.432,-10.365,5956.757,713.582,,,-3.123,-3.579,926.835,111.029,,17.411,,,,1.35,54.583,34213.547,1.507,0.27,9.407,,,29136.52,3490.373,,85.161,7.617,19.68,278.063,,,2321.184,2.778,0.646,199.5,23.899,,6.784,,3.268,7.886,249.194,703.484,84.273,2080.195,,6.08,8.09,45.176,608.196,1749.626,209.594,5077.025,,14.839,,,11.58,33.656,324.302,954.065,114.291,2707.173,,7.913,0.004,0.092,2498.728,,,20858.58,0.0,0.0,51.351,6.152,,60.966,34.699,11.03,,11.746,3.634,92.077,,289.658,,,0.847,,4098.569,4.183,11.52,283.894,795.561,95.303,2369.853,,6.927,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,Baixo PIB,Baixa
Japan,1984,JPN,120470736.0,2826577117184.0,,,,,,,,,,11.827,84.398,6623.853,797.98,,,-2.403,-2.668,899.477,108.361,,17.947,,,,8.484,347.717,36907.602,1.573,9.31,324.969,,,31670.285,3815.343,,85.81,34.495,95.918,373.981,,,3104.33,1.351,0.323,201.06,24.222,,8.411,,-15.018,-37.424,211.771,594.476,71.617,1757.86,,4.763,4.011,22.747,630.943,1809.568,218.0,5237.316,,14.19,,,17.476,56.674,380.976,1114.495,134.264,3162.396,,8.568,5.789,144.654,2643.381,,,21942.102,-14.545,-0.895,43.636,5.257,,59.451,38.197,12.119,,9.871,3.497,100.597,,317.061,,,0.859,,4446.286,-12.137,-33.926,249.967,695.074,83.736,2074.921,,5.622,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,Baixo PIB,Baixa
